head_entity_id,tail_entity_id,relation
E0015792,E0044327,Head가 Tail에게 지시함. (Commands)
E0015792,E0029397,Head가 Tail에게 지시함. (Commands)
E0015792,E0045500,Head가 Tail에게 지시함. (Commands)
E0015792,E0035124,Head가 Tail에게 지시함. (Commands)
E0015792,E0032901,Head가 Tail에게 지시함. (Commands)
E0015792,E0052754,Head가 Tail에게 지시함. (Commands)
E0015792,E0007097,Head가 Tail에게 지시함. (Commands)
E0015792,E0009117,Head가 Tail에게 지시함. (Commands)
E0029397,E0015792,Head가 Tail에게 지시함. (Commands)
E0029397,E0044327,Head가 Tail을 도와줌. (Helps)
E0029397,E0045500,Head가 Tail의 가족임. (Family)
E0029397,E0052754,Head가 Tail을 도와줌. (Helps)
E0045500,E0044327,Head가 Tail에게 지시함. (Commands)
E0045500,E0035124,Head가 Tail을 도와줌. (Helps)
E0045500,E0052754,Head가 Tail을 도와줌. (Helps)
E0035124,E0015792,Head가 Tail을 도와줌. (Helps)
E0035124,E0045500,Head가 Tail을 도와줌. (Helps)
E0035124,E0032901,Head가 Tail을 도와줌. (Helps)
E0035124,E0052754,Head가 Tail을 도와줌. (Helps)
E0035124,E0007097,Head가 Tail을 도와줌. (Helps)
E0035124,E0009117,Head가 Tail을 도와줌. (Helps)
E0032901,E0045500,Head가 Tail에게 지시함. (Commands)
E0032901,E0035124,Head가 Tail을 도와줌. (Helps)
E0052754,E0045500,Head가 Tail을 도와줌. (Helps)
E0052754,E0035124,Head가 Tail을 도와줌. (Helps)
E0052754,E0032901,Head가 Tail을 도와줌. (Helps)
E0052754,E0007097,Head가 Tail을 도와줌. (Helps)
E0052754,E0009117,Head가 Tail을 도와줌. (Helps)
E0007097,E0015792,Head가 Tail에게 지시함. (Commands)
E0007097,E0029397,Head가 Tail을 도와줌. (Helps)
E0007097,E0045500,Head가 Tail에게 지시함. (Commands)
E0007097,E0035124,Head가 Tail을 도와줌. (Helps)
E0007097,E0052754,Head가 Tail을 도와줌. (Helps)
E0009117,E0045500,Head가 Tail에게 지시함. (Commands)
E0044327,E0022972,Head가 Tail에게 지시함. (Commands)
E0044327,E0032268,Head가 Tail에게 지시함. (Commands)
E0044327,E0052389,Head가 Tail에게 지시함. (Commands)
E0044327,E0012902,Head가 Tail에게 지시함. (Commands)
E0044327,E0008909,Head가 Tail에게 지시함. (Commands)
E0044327,E0042431,Head가 Tail에게 지시함. (Commands)
E0044327,E0052409,Head가 Tail에게 지시함. (Commands)
E0044327,E0036420,Head가 Tail에게 지시함. (Commands)
E0044327,E0045822,Head가 Tail에게 지시함. (Commands)
E0012906,E0022972,Head가 Tail에게 도움을 요청함. (Asks for help)
E0022972,E0012906,Head가 Tail에게 도움을 요청함. (Asks for help)
E0022972,E0032268,Head가 Tail에게 도움을 요청함. (Asks for help)
E0022972,E0052389,Head가 Tail에게 도움을 요청함. (Asks for help)
E0022972,E0012902,Head가 Tail에게 도움을 요청함. (Asks for help)
E0022972,E0042431,Head가 Tail에게 도움을 요청함. (Asks for help)
E0022972,E0043981,Head가 Tail에게 도움을 요청함. (Asks for help)
E0032268,E0044327,Head가 Tail에게 지시함. (Commands)
E0032268,E0022972,Head가 Tail에게 지시함. (Commands)
E0032268,E0052389,Head가 Tail에게 지시함. (Commands)
E0032268,E0012902,Head가 Tail에게 지시함. (Commands)
E0032268,E0008909,Head가 Tail에게 지시함. (Commands)
E0032268,E0042431,Head가 Tail에게 지시함. (Commands)
E0032268,E0043981,Head가 Tail에게 지시함. (Commands)
E0032268,E0052409,Head가 Tail에게 지시함. (Commands)
E0032268,E0036420,Head가 Tail에게 지시함. (Commands)
E0032268,E0045822,Head가 Tail에게 지시함. (Commands)
E0052389,E0044327,Head가 Tail에게 지시함. (Commands)
E0052389,E0022972,Head가 Tail에게 지시함. (Commands)
E0052389,E0032268,Head가 Tail에게 지시함. (Commands)
E0052389,E0012902,Head가 Tail에게 지시함. (Commands)
E0052389,E0008909,Head가 Tail에게 지시함. (Commands)
E0052389,E0042431,Head가 Tail에게 지시함. (Commands)
E0052389,E0043981,Head가 Tail에게 지시함. (Commands)
E0052389,E0052409,Head가 Tail에게 지시함. (Commands)
E0052389,E0036420,Head가 Tail에게 지시함. (Commands)
E0052389,E0045822,Head가 Tail에게 지시함. (Commands)
E0012902,E0044327,Head가 Tail에게 지시함. (Commands)
E0012902,E0022972,Head가 Tail에게 도움을 요청함. (Asks for help)
E0012902,E0022972,Head가 Tail에게 지시함. (Commands)
E0012902,E0032268,Head가 Tail을 도와줌. (Helps)
E0012902,E0032268,Head가 Tail에게 지시함. (Commands)
E0012902,E0052389,Head가 Tail에게 지시함. (Commands)
E0012902,E0008909,Head가 Tail에게 지시함. (Commands)
E0012902,E0042431,Head가 Tail에게 지시함. (Commands)
E0012902,E0043981,Head가 Tail에게 지시함. (Commands)
E0012902,E0052409,Head가 Tail에게 지시함. (Commands)
E0012902,E0036420,Head가 Tail에게 지시함. (Commands)
E0012902,E0045822,Head가 Tail에게 지시함. (Commands)
E0008909,E0044327,Head가 Tail에게 지시함. (Commands)
E0008909,E0012906,Head가 Tail을 무시함. (Ignores)
E0008909,E0022972,Head가 Tail에게 도움을 요청함. (Asks for help)
E0008909,E0032268,Head가 Tail을 도와줌. (Helps)
E0008909,E0052389,Head가 Tail을 도와줌. (Helps)
E0008909,E0052389,Head가 Tail에게 지시함. (Commands)
E0008909,E0042431,Head가 Tail에게 지시함. (Commands)
E0008909,E0043981,Head가 Tail에게 지시함. (Commands)
E0008909,E0052409,Head가 Tail에게 지시함. (Commands)
E0008909,E0036420,Head가 Tail에게 지시함. (Commands)
E0008909,E0045822,Head가 Tail에게 지시함. (Commands)
E0042431,E0044327,Head가 Tail에게 지시함. (Commands)
E0042431,E0012906,Head가 Tail을 무시함. (Ignores)
E0042431,E0022972,Head가 Tail에게 도움을 요청함. (Asks for help)
E0042431,E0022972,Head가 Tail에게 지시함. (Commands)
E0042431,E0032268,Head가 Tail을 도와줌. (Helps)
E0042431,E0032268,Head가 Tail에게 지시함. (Commands)
E0042431,E0052389,Head가 Tail에게 지시함. (Commands)
E0042431,E0012902,Head가 Tail에게 지시함. (Commands)
E0042431,E0008909,Head가 Tail에게 지시함. (Commands)
E0042431,E0043981,Head가 Tail에게 지시함. (Commands)
E0042431,E0052409,Head가 Tail에게 지시함. (Commands)
E0042431,E0036420,Head가 Tail에게 지시함. (Commands)
E0042431,E0045822,Head가 Tail에게 지시함. (Commands)
E0043981,E0022972,Head가 Tail에게 지시함. (Commands)
E0043981,E0032268,Head가 Tail에게 지시함. (Commands)
E0043981,E0052389,Head가 Tail에게 지시함. (Commands)
E0043981,E0012902,Head가 Tail에게 지시함. (Commands)
E0043981,E0042431,Head가 Tail에게 지시함. (Commands)
E0052409,E0044327,Head가 Tail에게 지시함. (Commands)
E0052409,E0012906,Head가 Tail을 무시함. (Ignores)
E0052409,E0022972,Head가 Tail에게 지시함. (Commands)
E0052409,E0032268,Head가 Tail에게 지시함. (Commands)
E0052409,E0052389,Head가 Tail에게 지시함. (Commands)
E0052409,E0012902,Head가 Tail에게 지시함. (Commands)
E0052409,E0008909,Head가 Tail에게 지시함. (Commands)
E0052409,E0042431,Head가 Tail에게 지시함. (Commands)
E0036420,E0044327,Head가 Tail에게 지시함. (Commands)
E0036420,E0022972,Head가 Tail에게 지시함. (Commands)
E0036420,E0032268,Head가 Tail에게 지시함. (Commands)
E0036420,E0052389,Head가 Tail에게 지시함. (Commands)
E0036420,E0012902,Head가 Tail에게 지시함. (Commands)
E0036420,E0008909,Head가 Tail에게 지시함. (Commands)
E0036420,E0042431,Head가 Tail에게 지시함. (Commands)
E0045822,E0012906,Head가 Tail을 무시함. (Ignores)
E0045822,E0022972,Head가 Tail에게 지시함. (Commands)
E0045822,E0032268,Head가 Tail에게 지시함. (Commands)
E0045822,E0052389,Head가 Tail에게 지시함. (Commands)
E0045822,E0012902,Head가 Tail에게 지시함. (Commands)
E0045822,E0008909,Head가 Tail에게 지시함. (Commands)
E0045822,E0042431,Head가 Tail에게 지시함. (Commands)
E0050662,E0033897,Head가 Tail에게 지시함. (Commands)
E0050662,E0028999,Head가 Tail에게 지시함. (Commands)
E0033897,E0050662,Head가 Tail에게 지시함. (Commands)
E0033897,E0028999,Head가 Tail에게 지시함. (Commands)
E0028999,E0050662,Head가 Tail에게 지시함. (Commands)
E0028999,E0033897,Head가 Tail에게 지시함. (Commands)
E0052529,E0051735,Head가 Tail에게 지시함. (Commands)
E0036420,E0028999,Head가 Tail을 비난함. (Blames)
E0036420,E0020305,Head가 Tail을 비난함. (Blames)
E0036420,E0000954,Head가 Tail을 비난함. (Blames)
E0036420,E0043117,Head가 Tail을 비난함. (Blames)
E0036420,E0060525,Head가 Tail을 비난함. (Blames)
E0028999,E0036420,Head가 Tail에게 지시함. (Commands)
E0028999,E0020305,Head가 Tail에게 지시함. (Commands)
E0028999,E0000954,Head가 Tail에게 지시함. (Commands)
E0028999,E0043117,Head가 Tail을 무시함. (Ignores)
E0028999,E0060525,Head가 Tail을 무시함. (Ignores)
E0020305,E0036420,Head가 Tail을 무시함. (Ignores)
E0020305,E0028999,Head가 Tail을 무시함. (Ignores)
E0020305,E0000954,Head가 Tail을 무시함. (Ignores)
E0020305,E0043117,Head가 Tail을 무시함. (Ignores)
E0020305,E0060525,Head가 Tail을 무시함. (Ignores)
E0000954,E0036420,Head가 Tail을 무시함. (Ignores)
E0000954,E0028999,Head가 Tail에게 지시함. (Commands)
E0000954,E0020305,Head가 Tail에게 지시함. (Commands)
E0000954,E0043117,Head가 Tail에게 지시함. (Commands)
E0000954,E0060525,Head가 Tail에게 지시함. (Commands)
E0043117,E0036420,Head가 Tail을 무시함. (Ignores)
E0043117,E0028999,Head가 Tail을 무시함. (Ignores)
E0043117,E0060525,Head가 Tail을 무시함. (Ignores)
E0060525,E0036420,Head가 Tail을 무시함. (Ignores)
E0060525,E0020305,Head가 Tail을 무시함. (Ignores)
E0060525,E0000954,Head가 Tail을 무시함. (Ignores)
E0060525,E0043117,Head가 Tail을 무시함. (Ignores)
E0043117,E0022272,Head가 Tail에게 지시함. (Commands)
E0022272,E0043117,Head가 Tail을 무시함. (Ignores)
E0030939,E0012906,Head가 Tail을 비난함. (Blames)
E0050508,E0012906,Head가 Tail에게 도움을 요청함. (Asks for help)
E0050508,E0006819,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006819,E0030939,Head가 Tail을 비난함. (Blames)
E0043117,E0032600,Head가 Tail을 도와줌. (Helps)
E0032600,E0020574,Head가 Tail에 대해 반발함. (Rebels against)
E0032600,E0030998,Head가 Tail에 대해 반발함. (Rebels against)
E0042515,E0032600,Head가 Tail을 도와줌. (Helps)
E0020574,E0032600,Head가 Tail을 도와줌. (Helps)
E0030998,E0032600,Head가 Tail을 도와줌. (Helps)
E0044553,E0032600,Head가 Tail을 도와줌. (Helps)
E0012906,E0046549,Head가 Tail에게 도움을 요청함. (Asks for help)
E0045588,E0046549,Head가 Tail에게 도움을 요청함. (Asks for help)
E0046549,E0012906,Head가 Tail에게 도움을 요청함. (Asks for help)
E0046549,E0043117,Head가 Tail에게 도움을 요청함. (Asks for help)
E0046549,E0044553,Head가 Tail에게 도움을 요청함. (Asks for help)
E0046549,E0045588,Head가 Tail에게 도움을 요청함. (Asks for help)
E0046549,E0051218,Head가 Tail에게 도움을 요청함. (Asks for help)
E0043762,E0044327,Head가 Tail을 비난함. (Blames)
E0043762,E0043117,Head가 Tail을 비난함. (Blames)
E0045546,E0044327,Head가 Tail을 비난함. (Blames)
E0045546,E0044327,Head가 Tail을 고발함. (Accuses)
E0045546,E0043117,Head가 Tail을 비난함. (Blames)
E0045546,E0043762,Head가 Tail을 비난함. (Blames)
E0044327,E0043981,Head가 Tail을 믿음. (Trusts)
E0043981,E0033897,Head가 Tail에게 도움을 요청함. (Asks for help)
E0043117,E0044327,Head가 Tail을 위로함. (Comforts)
E0043117,E0043981,Head가 Tail을 의심함. (Distrusts)
E0043117,E0033897,Head가 Tail을 의심함. (Distrusts)
E0044553,E0045546,Head가 Tail을 무시함. (Ignores)
E0045546,E0044553,Head가 Tail을 무시함. (Ignores)
E0044327,E0045546,Head가 Tail을 고발함. (Accuses)
E0044327,E0064392,Head가 Tail을 고발함. (Accuses)
E0044327,E0042646,Head가 Tail을 고발함. (Accuses)
E0045546,E0044327,Head가 Tail을 고발함. (Accuses)
E0045546,E0064392,Head가 Tail을 고발함. (Accuses)
E0064392,E0044327,Head가 Tail을 고발함. (Accuses)
E0064392,E0045546,Head가 Tail을 고발함. (Accuses)
E0044553,E0028912,Head가 Tail을 비난함. (Blames)
E0028912,E0044553,Head가 Tail에게 지시함. (Commands)
E0028912,E0063125,Head가 Tail에게 지시함. (Commands)
E0021031,E0051137,Head가 Tail에게 지시함. (Commands)
E0021031,E0046232,Head가 Tail에게 지시함. (Commands)
E0051137,E0021031,Head가 Tail에게 지시함. (Commands)
E0051137,E0046232,Head가 Tail에게 지시함. (Commands)
E0046232,E0021031,Head가 Tail에게 지시함. (Commands)
E0046232,E0051137,Head가 Tail에게 지시함. (Commands)
E0032600,E0043762,Head가 Tail을 도와줌. (Helps)
E0032600,E0045546,Head가 Tail을 도와줌. (Helps)
E0032600,E0050318,Head가 Tail을 도와줌. (Helps)
E0032600,E0010804,Head가 Tail을 도와줌. (Helps)
E0043762,E0032600,Head가 Tail에게 지시함. (Commands)
E0043762,E0045546,Head가 Tail을 도와줌. (Helps)
E0043762,E0050318,Head가 Tail에게 지시함. (Commands)
E0043762,E0010804,Head가 Tail에게 지시함. (Commands)
E0045546,E0032600,Head가 Tail을 도와줌. (Helps)
E0045546,E0043762,Head가 Tail을 도와줌. (Helps)
E0045546,E0050318,Head가 Tail을 도와줌. (Helps)
E0045546,E0010804,Head가 Tail을 도와줌. (Helps)
E0050318,E0032600,Head가 Tail을 도와줌. (Helps)
E0050318,E0043762,Head가 Tail에게 보고함 (Reports to)
E0050318,E0010804,Head가 Tail을 무시함. (Ignores)
E0010804,E0045546,Head가 Tail을 도와줌. (Helps)
E0032600,E0045546,Head가 Tail을 고발함. (Accuses)
E0045546,E0032600,Head가 Tail을 고발함. (Accuses)
E0045546,E0025107,Head가 Tail에게 지시함. (Commands)
E0045546,E0042051,Head가 Tail에게 지시함. (Commands)
E0045546,E0022905,Head가 Tail을 고발함. (Accuses)
E0025107,E0032600,Head가 Tail에게 지시함. (Commands)
E0025107,E0045546,Head가 Tail에게 지시함. (Commands)
E0025107,E0042051,Head가 Tail에게 지시함. (Commands)
E0025107,E0022905,Head가 Tail에게 지시함. (Commands)
E0042051,E0045546,Head가 Tail을 고발함. (Accuses)
E0042051,E0025107,Head가 Tail에게 지시함. (Commands)
E0042051,E0022905,Head가 Tail에게 지시함. (Commands)
E0022905,E0045546,Head가 Tail을 고발함. (Accuses)
E0044747,E0032600,Head가 Tail에게 지시함. (Commands)
E0044747,E0050318,Head가 Tail에게 지시함. (Commands)
E0044747,E0008901,Head가 Tail에게 지시함. (Commands)
E0044747,E0040896,Head가 Tail에게 지시함. (Commands)
E0044747,E0012812,Head가 Tail에게 지시함. (Commands)
E0040896,E0044747,Head가 Tail에게 지시함. (Commands)
E0040896,E0008901,Head가 Tail에게 지시함. (Commands)
E0012812,E0044747,Head가 Tail에게 지시함. (Commands)
E0032600,E0043762,Head가 Tail을 고발함. (Accuses)
E0043762,E0032600,Head가 Tail을 고발함. (Accuses)
E0044553,E0012630,Head가 Tail을 믿음. (Trusts)
E0044553,E0048767,Head가 Tail을 믿음. (Trusts)
E0012630,E0044553,Head가 Tail을 믿음. (Trusts)
E0012630,E0048767,Head가 Tail을 믿음. (Trusts)
E0048767,E0044553,Head가 Tail을 믿음. (Trusts)
E0048767,E0012630,Head가 Tail을 믿음. (Trusts)
E0043981,E0042241,Head가 Tail의 가족임. (Family)
E0043981,E0014632,Head가 Tail에게 보고함 (Reports to)
E0042241,E0012812,Head가 Tail에게 지시함. (Commands)
E0042241,E0002736,Head가 Tail에게 지시함. (Commands)
E0002736,E0012812,Head가 Tail에게 보고함 (Reports to)
E0002736,E0042241,Head가 Tail에게 지시함. (Commands)
E0043981,E0008627,Head가 Tail에게 도움을 요청함. (Asks for help)
E0008627,E0043981,Head가 Tail을 무시함. (Ignores)
E0042416,E0044348,Head가 Tail에게 지시함. (Commands)
E0042416,E0063198,Head가 Tail에게 지시함. (Commands)
E0044348,E0042416,Head가 Tail에게 지시함. (Commands)
E0044348,E0063198,Head가 Tail에게 지시함. (Commands)
E0063198,E0042416,Head가 Tail에게 지시함. (Commands)
E0063198,E0044348,Head가 Tail에게 지시함. (Commands)
E0050684,E0012812,Head가 Tail에게 도움을 요청함. (Asks for help)
E0012812,E0050684,Head가 Tail을 무시함. (Ignores)
E0014632,E0041484,Head가 Tail을 비난함. (Blames)
E0014632,E0045397,Head가 Tail을 비난함. (Blames)
E0045397,E0014632,Head가 Tail을 비난함. (Blames)
E0033207,E0060138,Head가 Tail에게 지시함. (Commands)
E0033207,E0014558,Head가 Tail에게 지시함. (Commands)
E0060138,E0033207,Head가 Tail에게 지시함. (Commands)
E0046686,E0014558,Head가 Tail에게 지시함. (Commands)
E0014558,E0033207,Head가 Tail에게 지시함. (Commands)
E0014558,E0060138,Head가 Tail을 믿음. (Trusts)
E0014558,E0046686,Head가 Tail에게 지시함. (Commands)
E0014558,E0046686,Head가 Tail을 고발함. (Accuses)
E0044553,E0002272,Head가 Tail을 도와줌. (Helps)
E0061970,E0029491,Head가 Tail에게 지시함. (Commands)
E0061970,E0002272,Head가 Tail에게 지시함. (Commands)
E0029491,E0061970,Head가 Tail에게 지시함. (Commands)
E0029491,E0002272,Head가 Tail에게 지시함. (Commands)
E0002272,E0044553,Head가 Tail을 도와줌. (Helps)
E0002272,E0061970,Head가 Tail을 도와줌. (Helps)
E0002272,E0029491,Head가 Tail에게 지시함. (Commands)
E0042299,E0044553,Head가 Tail에게 지시함. (Commands)
E0042299,E0061970,Head가 Tail을 도와줌. (Helps)
E0042299,E0002272,Head가 Tail을 도와줌. (Helps)
E0051218,E0050992,Head가 Tail에게 지시함. (Commands)
E0051218,E0041423,Head가 Tail을 믿음. (Trusts)
E0051218,E0045985,Head가 Tail에게 지시함. (Commands)
E0050992,E0051218,Head가 Tail에게 지시함. (Commands)
E0050992,E0041423,Head가 Tail에게 지시함. (Commands)
E0050992,E0045985,Head가 Tail에게 지시함. (Commands)
E0041423,E0050992,Head가 Tail에게 지시함. (Commands)
E0041423,E0045985,Head가 Tail에게 지시함. (Commands)
E0045985,E0051218,Head가 Tail에게 지시함. (Commands)
E0045985,E0050992,Head가 Tail에게 지시함. (Commands)
E0045985,E0041423,Head가 Tail을 믿음. (Trusts)
E0050992,E0002272,Head가 Tail을 고발함. (Accuses)
E0050992,E0051527,Head가 Tail에게 지시함. (Commands)
E0050992,E0029162,Head가 Tail을 고발함. (Accuses)
E0051527,E0050662,Head가 Tail에게 지시함. (Commands)
E0051527,E0002272,Head가 Tail에게 지시함. (Commands)
E0051527,E0050992,Head가 Tail에게 지시함. (Commands)
E0051527,E0029162,Head가 Tail에게 지시함. (Commands)
E0050684,E0012812,Head가 Tail에게 지시함. (Commands)
E0050684,E0062055,Head가 Tail에게 지시함. (Commands)
E0050684,E0045665,Head가 Tail에게 지시함. (Commands)
E0012812,E0062055,Head가 Tail에게 지시함. (Commands)
E0045665,E0062055,Head가 Tail에게 지시함. (Commands)
E0045546,E0050573,Head가 Tail에게 지시함. (Commands)
E0045546,E0046076,Head가 Tail을 고발함. (Accuses)
E0045546,E0047393,Head가 Tail을 고발함. (Accuses)
E0062055,E0045546,Head가 Tail에게 지시함. (Commands)
E0062055,E0046076,Head가 Tail을 고발함. (Accuses)
E0050573,E0045546,Head가 Tail에게 지시함. (Commands)
E0050573,E0062055,Head가 Tail에게 지시함. (Commands)
E0050573,E0047393,Head가 Tail에게 지시함. (Commands)
E0046076,E0045546,Head가 Tail을 고발함. (Accuses)
E0046076,E0062055,Head가 Tail을 고발함. (Accuses)
E0047393,E0045546,Head가 Tail에게 지시함. (Commands)
E0047393,E0062055,Head가 Tail을 고발함. (Accuses)
E0047393,E0046076,Head가 Tail을 고발함. (Accuses)
E0044553,E0041484,Head가 Tail을 비난함. (Blames)
E0044553,E0041800,Head가 Tail을 비난함. (Blames)
E0044553,E0041800,Head가 Tail에게 지시함. (Commands)
E0041484,E0044553,Head가 Tail을 비난함. (Blames)
E0041800,E0044553,Head가 Tail을 비난함. (Blames)
E0041800,E0041484,Head가 Tail을 비난함. (Blames)
E0046076,E0001186,Head가 Tail에게 도움을 요청함. (Asks for help)
E0046076,E0045099,Head가 Tail에게 지시함. (Commands)
E0001186,E0046076,Head가 Tail에게 지시함. (Commands)
E0045099,E0046076,Head가 Tail에게 지시함. (Commands)
E0047393,E0033146,Head가 Tail을 믿음. (Trusts)
E0021054,E0033146,Head가 Tail을 믿음. (Trusts)
E0042431,E0046076,Head가 Tail에게 지시함. (Commands)
E0042431,E0065208,Head가 Tail에게 지시함. (Commands)
E0046076,E0042431,Head가 Tail에게 지시함. (Commands)
E0046076,E0065208,Head가 Tail에게 지시함. (Commands)
E0065208,E0042431,Head가 Tail에게 지시함. (Commands)
E0065208,E0046076,Head가 Tail에게 지시함. (Commands)
E0062055,E0025107,Head가 Tail에게 지시함. (Commands)
E0043669,E0025107,Head가 Tail에게 지시함. (Commands)
E0020849,E0030890,Head가 Tail을 고발함. (Accuses)
E0046686,E0052675,Head가 Tail을 고발함. (Accuses)
E0046686,E0065931,Head가 Tail을 고발함. (Accuses)
E0046686,E0045085,Head가 Tail을 고발함. (Accuses)
E0052675,E0046686,Head가 Tail을 고발함. (Accuses)
E0052675,E0065931,Head가 Tail을 고발함. (Accuses)
E0052675,E0045085,Head가 Tail을 고발함. (Accuses)
E0065931,E0046686,Head가 Tail을 고발함. (Accuses)
E0065931,E0052675,Head가 Tail을 고발함. (Accuses)
E0065931,E0045085,Head가 Tail을 고발함. (Accuses)
E0045085,E0046686,Head가 Tail을 고발함. (Accuses)
E0045085,E0052675,Head가 Tail을 고발함. (Accuses)
E0045085,E0065931,Head가 Tail을 고발함. (Accuses)
E0022272,E0061970,Head가 Tail에게 지시함. (Commands)
E0022272,E0002272,Head가 Tail에게 지시함. (Commands)
E0022272,E0042299,Head가 Tail에게 지시함. (Commands)
E0022272,E0045991,Head가 Tail에게 지시함. (Commands)
E0022272,E0006847,Head가 Tail에게 지시함. (Commands)
E0022272,E0035646,Head가 Tail에게 지시함. (Commands)
E0061970,E0022272,Head가 Tail에게 지시함. (Commands)
E0061970,E0006847,Head가 Tail에게 도움을 요청함. (Asks for help)
E0061970,E0035646,Head가 Tail에게 도움을 요청함. (Asks for help)
E0002272,E0022272,Head가 Tail에게 지시함. (Commands)
E0002272,E0061970,Head가 Tail에게 지시함. (Commands)
E0002272,E0042299,Head가 Tail에게 도움을 요청함. (Asks for help)
E0002272,E0045991,Head가 Tail에게 도움을 요청함. (Asks for help)
E0002272,E0006847,Head가 Tail에게 도움을 요청함. (Asks for help)
E0002272,E0035646,Head가 Tail에게 도움을 요청함. (Asks for help)
E0042299,E0002272,Head가 Tail을 칭찬함. (Compliments)
E0042299,E0006847,Head가 Tail에게 도움을 요청함. (Asks for help)
E0042299,E0035646,Head가 Tail에게 도움을 요청함. (Asks for help)
E0045991,E0022272,Head가 Tail에게 지시함. (Commands)
E0045991,E0061970,Head가 Tail에게 도움을 요청함. (Asks for help)
E0045991,E0061970,Head가 Tail에게 지시함. (Commands)
E0045991,E0006847,Head가 Tail에게 도움을 요청함. (Asks for help)
E0045991,E0035646,Head가 Tail에게 도움을 요청함. (Asks for help)
E0006847,E0022272,Head가 Tail에게 지시함. (Commands)
E0006847,E0042299,Head가 Tail에게 지시함. (Commands)
E0035646,E0022272,Head가 Tail에게 지시함. (Commands)
E0035646,E0061970,Head가 Tail에게 지시함. (Commands)
E0035646,E0042299,Head가 Tail에게 지시함. (Commands)
E0042299,E0006847,Head가 Tail을 고발함. (Accuses)
E0042299,E0045097,Head가 Tail을 무시함. (Ignores)
E0042299,E0049907,Head가 Tail에게 지시함. (Commands)
E0042299,E0018222,Head가 Tail에게 지시함. (Commands)
E0006847,E0042299,Head가 Tail에게 지시함. (Commands)
E0006847,E0042299,Head가 Tail을 고발함. (Accuses)
E0006847,E0045097,Head가 Tail을 고발함. (Accuses)
E0006847,E0049907,Head가 Tail을 고발함. (Accuses)
E0006847,E0018222,Head가 Tail에게 지시함. (Commands)
E0045097,E0042299,Head가 Tail을 고발함. (Accuses)
E0045097,E0006847,Head가 Tail을 고발함. (Accuses)
E0045097,E0049907,Head가 Tail에게 지시함. (Commands)
E0045097,E0018222,Head가 Tail에게 지시함. (Commands)
E0049907,E0042299,Head가 Tail에게 지시함. (Commands)
E0049907,E0006847,Head가 Tail을 고발함. (Accuses)
E0049907,E0018222,Head가 Tail에게 지시함. (Commands)
E0018222,E0042299,Head가 Tail에게 지시함. (Commands)
E0018222,E0006847,Head가 Tail에게 지시함. (Commands)
E0018222,E0045097,Head가 Tail에게 지시함. (Commands)
E0018222,E0049907,Head가 Tail에게 지시함. (Commands)
E0046202,E0032901,Head가 Tail을 비난함. (Blames)
E0045099,E0045009,Head가 Tail을 무시함. (Ignores)
E0046202,E0065302,Head가 Tail을 고발함. (Accuses)
E0065302,E0046202,Head가 Tail을 고발함. (Accuses)
E0065302,E0045009,Head가 Tail을 무시함. (Ignores)
E0039145,E0079472,Head가 Tail에게 보고함 (Reports to)
E0079472,E0039145,Head가 Tail에게 보고함 (Reports to)
E0045588,E0046202,Head가 Tail을 고발함. (Accuses)
E0045588,E0020778,Head가 Tail을 고발함. (Accuses)
E0045588,E0079472,Head가 Tail을 고발함. (Accuses)
E0045588,E0061774,Head가 Tail을 고발함. (Accuses)
E0045588,E0028820,Head가 Tail을 고발함. (Accuses)
E0046202,E0045588,Head가 Tail을 고발함. (Accuses)
E0046202,E0020778,Head가 Tail을 고발함. (Accuses)
E0046202,E0079472,Head가 Tail을 고발함. (Accuses)
E0046202,E0018366,Head가 Tail을 고발함. (Accuses)
E0046202,E0061774,Head가 Tail을 고발함. (Accuses)
E0046202,E0028820,Head가 Tail을 고발함. (Accuses)
E0020778,E0045588,Head가 Tail에게 도움을 요청함. (Asks for help)
